NAME,LNG,LAT,ADDRESS,ADDRESS2,CITY,STATE,Zipcode,Hospitals_near,TYPE,STATUS,NAICS_DESC,ALT_NAME,OWNER,TTL_STAFF,BEDS,TRAUMA
COMMUNITY MEMORIAL HOSPITAL,-75.54340496399993,42.81343508600002,150 BROAD ST,NOT AVAILABLE,HAMILTON,NY,13346.0,6.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
HIGHLAND HOSPITAL,-77.6059964499999,43.13529120400004,1000 SOUTH AVE,NOT AVAILABLE,ROCHESTER,NY,14620.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,261.0,NOT AVAILABLE
ROCHESTER GENERAL HOSPITAL,-77.58681448799997,43.19224113300003,1425 PORTLAND AVE,NOT AVAILABLE,ROCHESTER,NY,14621.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,528.0,NOT AVAILABLE
CARTHAGE AREA HOSPITAL,-75.594091308,43.98725597000002,1001 WEST ST,NOT AVAILABLE,CARTHAGE,NY,13618.0,3.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,35.0,NOT AVAILABLE
STRONG MEMORIAL HOSPITAL,-77.62425942799997,43.12280887300005,601 ELMWOOD AVE,NOT AVAILABLE,ROCHESTER,NY,14607.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,830.0,I
MONROE COMMUNITY HOSPITAL,-77.61799166799993,43.11299767600008,435 E HENRIETTA RD,NOT AVAILABLE,ROCHESTER,NY,14620.0,8.0,LONG TERM CARE,OPEN,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,39.0,NOT AVAILABLE
LONG BEACH MEDICAL CENTER,-73.65222848899998,40.594546587000025,455 E BAY DR,NOT AVAILABLE,LONG BEACH,NY,11561.0,95.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,162.0,NOT AVAILABLE
LONG ISLAND JEWISH VALLEY STREAM,-73.68629919899995,40.68112750400006,900 FRANKLIN AVE,NOT AVAILABLE,VALLEY STREAM,NY,11580.0,111.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,FRANKLIN HOSPITAL,NON-PROFIT,-999.0,330.0,NOT AVAILABLE
NORTH SHORE UNIVERSITY HOSPITAL,-73.70161094399998,40.77763592000007,300 COMMUNITY DR,NOT AVAILABLE,MANHASSET,NY,11030.0,127.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,764.0,I PEDIATRIC
NASSAU UNIVERSITY MEDICAL CENTER,-73.55373801499995,40.72625551300006,2201 HEMPSTEAD TPKE,NOT AVAILABLE,EAST MEADOW,NY,11554.0,97.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,530.0,REGIONAL
SYOSSET HOSPITAL,-73.50866605099996,40.81087428700005,221 JERICHO TPKE,NOT AVAILABLE,SYOSSET,NY,11791.0,84.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,103.0,NOT AVAILABLE
ST. JOSEPH HOSPITAL,-73.47871819499993,40.726771290000045,4295  HEMPSTEAD TURNPIKE,NOT AVAILABLE,BETHPAGE,NY,11714.0,63.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NEW ISLAND HOSPITAL,NON-PROFIT,-999.0,203.0,NOT AVAILABLE
MERCY MEDICAL CENTER,-73.63160380999993,40.68851303100007,1000 N VILLAGE AVE,NOT AVAILABLE,ROCKVILLE CENTRE,NY,11530.0,107.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,375.0,NOT AVAILABLE
PLAINVIEW HOSPITAL,-73.47853470699994,40.77495422900007,888 OLD COUNTRY RD,NOT AVAILABLE,PLAINVIEW,NY,11803.0,73.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,219.0,NOT AVAILABLE
SOUTH NASSAU COMMUNITIES HOSPITAL,-73.63083943799995,40.65099799500007,1 HEALTHY WAY,NOT AVAILABLE,OCEANSIDE,NY,11510.0,100.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,455.0,II
EASTERN NIAGARA HOSPITAL,-78.67114428099995,43.177371077000025,521 EAST AVE,NOT AVAILABLE,LOCKPORT,NY,14094.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,140.0,NOT AVAILABLE
NIAGARA FALLS MEMORIAL MEDICAL CENTER,-79.04971013099998,43.09392082300007,621 10TH ST,NOT AVAILABLE,NIAGARA FALLS,NY,14301.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,171.0,NOT AVAILABLE
DEGRAFF MEMORIAL HOSPITAL,-78.86234243999998,43.02541800900007,445 TREMONT ST,NOT AVAILABLE,NORTH TONAWANDA,NY,14120.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,KALEIDA HEALTH ADULT HOSPITAL DEGRAFF MEMORIAL,NON-PROFIT,-999.0,66.0,NOT AVAILABLE
SAINT FRANCIS HOSPITAL,-73.67058968299993,40.80475473200004,100 PORT WASHINGTON BLVD,NOT AVAILABLE,ROSLYN,NY,11548.0,120.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,ST. FRANCIS HOSPITAL OF ROSLYN,NON-PROFIT,-999.0,364.0,NOT AVAILABLE
MOUNT ST. MARY'S HOSPITAL,-79.03243072399995,43.154184019000056,5300 MILITARY RD,NOT AVAILABLE,LEWISTON,NY,14092.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,175.0,NOT AVAILABLE
ROME MEMORIAL HOSPITAL,-75.44235499199993,43.22913433000008,1500 N JAMES ST,NOT AVAILABLE,ROME,NY,13440.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,130.0,NOT AVAILABLE
ST. ELIZABETH MEDICAL CENTER,-75.26611203199997,43.08217143300004,2209 GENESEE ST,NOT AVAILABLE,UTICA,NY,13501.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,201.0,AREA
FAXTON-ST. LUKE'S HEALTHCARE - FAXTON CAMPUS,-75.25811712499996,43.09100972100002,1676 SUNSET AVE,NOT AVAILABLE,UTICA,NY,13502.0,7.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,NON-PROFIT,-999.0,24.0,NOT AVAILABLE
FAXTON-ST. LUKE'S HEALTHCARE - ST. LUKE'S CAMPUS,-75.27589376899994,43.09673342300004,1656 CHAMPLIN AVE,NOT AVAILABLE,UTICA,NY,13413.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,370.0,NOT AVAILABLE
UPSTATE UNIVERSITY HOSPITAL - COMMUNITY CAMPUS,-76.16790218199995,43.00803766700007,4900 BROAD RD,NOT AVAILABLE,SYRACUSE,NY,13215.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,UPSTATE UNIVERSITY HOSPITAL AT COMMUNITY GENERAL,NON-PROFIT,-999.0,326.0,NOT AVAILABLE
UPSTATE UNIVERSITY HOSPITAL - DOWNTOWN CAMPUS,-76.13983046299995,43.04189731700004,750 E ADAMS ST,NOT AVAILABLE,SYRACUSE,NY,13210.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,UNIVERSITY HOSPITAL SUNY HEALTH SCIENCE CENTER,NON-PROFIT,-999.0,409.0,"I, I PEDIATRIC"
CROUSE HOSPITAL,-76.13839401299998,43.04129917100005,736 IRVING AVE,NOT AVAILABLE,SYRACUSE,NY,13210.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,466.0,NOT AVAILABLE
CLIFTON SPRINGS HOSPITAL,-77.13651574699999,42.95970083600001,2 COULTER RD,NOT AVAILABLE,CLIFTON SPRINGS,NY,14432.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,154.0,NOT AVAILABLE
GENEVA GENERAL HOSPITAL,-76.98776836999998,42.87646048100003,196-198 NORTH ST,NOT AVAILABLE,GENEVA,NY,14456.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,132.0,NOT AVAILABLE
ST. LUKE'S CORNWALL HOSPITAL - NEWBURGH CAMPUS,-74.01456557799997,41.503424849000055,70 DUBOIS ST,NOT AVAILABLE,NEWBURGH,NY,12550.0,13.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,242.0,PROVISIONAL LEVEL III
ST. LUKE'S CORNWALL HOSPITAL - CORNWALL CAMPUS,-74.04232113999996,41.43525136200004,19 LAUREL AVE,NOT AVAILABLE,CORNWALL,NY,12518.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,125.0,NOT AVAILABLE
FF THOMPSON HOSPITAL,-77.29024430399994,42.87601495800003,350 PARRISH STREET,NOT AVAILABLE,CANANDAIGUA,NY,14424.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,113.0,NOT AVAILABLE
ST ANTHONY COMMUNITY HOSPITAL,-74.35746214899994,41.261362921000035,15 MAPLE AVE,NOT AVAILABLE,WARWICK,NY,10990.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,60.0,NOT AVAILABLE
BON SECOURS COMMUNITY HOSPITAL,-74.68159718599996,41.36763570000005,160 E MAIN ST,NOT AVAILABLE,PORT JERVIS,NY,12771.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,122.0,NOT AVAILABLE
ORANGE REGIONAL MEDICAL CENTER,-74.36831226499999,41.441914083000015,707 EAST MAIN STREET,NOT AVAILABLE,MIDDLETOWN,NY,10924.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,353.0,PROVISIONAL LEVEL II
OSWEGO HOSPITAL,-76.51637764999998,43.454016571000054,110 W 6TH ST,NOT AVAILABLE,OSWEGO,NY,13126.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,126.0,NOT AVAILABLE
AURELIA OSBORN FOX MEMORIAL HOSPITAL,-75.05215347499995,42.45779332400008,1 NORTON AVE,NOT AVAILABLE,ONEONTA,NY,13820.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,BASSETT A.O. FOX HOSPITAL,NON-PROFIT,-999.0,60.0,NOT AVAILABLE
KANE COUNTY HOSPITAL,-112.52950898700001,37.05445725100002,355 NORTH MAIN STREET,NOT AVAILABLE,KANAB,UT,84741.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,-999.0,NOT AVAILABLE
JONATHAN M. WAINWRIGHT MEMORIAL VA MEDICAL CENTER,-118.35850331599994,46.05355340800002,77 WAINWRIGHT DRIVE,NOT AVAILABLE,WALLA WALLA,WA,99362.0,2.0,MILITARY,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999.0,102.0,NOT AVAILABLE
PROVIDENCE ST. MARY MEDICAL CENTER,-118.343196976,46.06222765300002,401 W POPLAR ST,NOT AVAILABLE,WALLA WALLA,WA,99362.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,WALLA WALLA GENERAL HOSPITAL,NON-PROFIT,-999.0,142.0,LEVEL III/PEDIATRIC
ADVENTIST HEALTH WALLA WALLA GENERAL HOSPITAL,-118.32916638100001,46.05516275300005,1025 2ND AVE S,NOT AVAILABLE,WALLA WALLA,WA,99362.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,SAINT MARY MEDICAL CENTER,NON-PROFIT,-999.0,72.0,LEVEL III
REGIONAL HOSPITAL FOR RESPIRATORY & COMPLEX CARE,-122.34338353999996,47.457892444000024,16251 SYLVESTER RD SW,NOT AVAILABLE,BURIEN,WA,98166.0,48.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,NON-PROFIT,-999.0,31.0,NOT AVAILABLE
CHILD STUDY AND TREATMENT CENTER,-122.564431036,47.180956428000066,8805 STEILACOOM BOULEVARD SW,NOT AVAILABLE,LAKEWOOD,WA,98498.0,21.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,GOVERNMENT - STATE,-999.0,47.0,NOT AVAILABLE
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,-123.02960112499996,48.52677896500007,1117 SPRING ST,NOT AVAILABLE,FRIDAY HARBOR,WA,98250.0,2.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL V
PROVIDENCE SACRED HEART MEDICAL CENTER AND CHILDREN'S HOSPITAL,-117.413595391,47.64921299500002,101 W 8TH AVE,NOT AVAILABLE,SPOKANE,WA,99204.0,12.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,638.0,LEVEL II PEDIATRIC
SNOQUALMIE VALLEY HOSPITAL,-121.88576293499992,47.51272014200003,9801 FRONTIER AVE SE,NOT AVAILABLE,SNOQUALMIE,WA,98065.0,30.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,25.0,NOT AVAILABLE
SMOKEY POINT BEHAIVORAL HOSPITAL,-122.18914065399996,48.138518521000044,3955 156TH ST NE,NOT AVAILABLE,MARYSVILLE,WA,98271.0,9.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,PROPRIETARY,-999.0,115.0,NOT AVAILABLE
SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,-122.02180894599998,47.53614823500003,751 NE BLAKELY DR,NOT AVAILABLE,ISSAQUAH,WA,98029.0,34.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
TENNOVA HEALTHCARE - LAFOLLETTE MEDICAL CENTER,-84.11146977699997,36.38887104200005,923 EAST CENTRAL AVENUE,NOT AVAILABLE,LAFOLLETTE,TN,37766.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,66.0,NOT AVAILABLE
ACUITY SPECIALTY HOSPITAL OHIO VALLEY WHEELING,-80.68431729099997,40.05917571400005,1 MEDICAL PARK,6TH FLOOR,WHEELING,WV,26003.0,16.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,13.0,NOT AVAILABLE
MARSHALL MEDICAL CENTER,-86.78549015499998,35.46504748700004,1080 NORTH ELLINGTON PARKWAY,NOT AVAILABLE,LEWISBURG,TN,37091.0,4.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,25.0,NOT AVAILABLE
AVERA WESKOTA MEMORIAL MEDICAL CENTER,-98.56374221299995,44.08108633100005,604 1ST STREET NORTHEAST,NOT AVAILABLE,WESSINGTON SPRINGS,SD,57382.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,16.0,TRH
HEALTHSOUTH REHABILITATION HOSPITAL,-106.59226734599994,35.16035125900004,7000 JEFFERSON STREET NORTHEAST,NOT AVAILABLE,ALBUQUERQUE,NM,87109.0,18.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,PROPRIETARY,-999.0,87.0,NOT AVAILABLE
SAINT MICHAELS HOSPITAL,-97.86752510099994,42.99157078000007,410 WEST 16TH AVENUE,NOT AVAILABLE,TYNDALL,SD,57066.0,5.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,TRH
PARK CITY MEDICAL CENTER,-111.46948224699995,40.68745436100006,900 ROUND VALLEY DRIVE,NOT AVAILABLE,PARK CITY,UT,84060.0,20.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,26.0,LEVEL  IV
LOVELACE MEDICAL CENTER,-106.63969041399996,35.08612030200004,601 DOCTOR MARTIN LUTHER KING JUNIOR AVENUE NORTHEAST,NOT AVAILABLE,ALBUQUERQUE,NM,87102.0,18.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,263.0,NOT AVAILABLE
IHS SIOUX SAN HOSPITAL,-103.27168834999996,44.07420251700007,3200 CANYON LAKE DRIVE,NOT AVAILABLE,RAPID CITY,SD,57702.0,5.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999.0,9.0,NOT AVAILABLE
SEVIER VALLEY MEDICAL CENTER,-112.08358252199993,38.78270064900005,1000 NORTH MAIN STREET,NOT AVAILABLE,RICHFIELD,UT,84701.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,27.0,NOT AVAILABLE
MOUNTAIN WEST MEDICAL CENTER,-112.29726014299996,40.566737226000036,2055 NORTH MAIN STREET,NOT AVAILABLE,TOOELE,UT,84074.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,31.0,NOT AVAILABLE
PUTNAM HOSPITAL CENTER,-73.66297571399997,41.38262712200002,670 STONELEIGH AVE,NOT AVAILABLE,CARMEL,NY,10512.0,21.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,164.0,NOT AVAILABLE
ST MARY'S HOSPITAL,-73.67642396699993,42.74272050700007,1300 MASSACHUSETTS AVE,NOT AVAILABLE,TROY,NY,12180.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,196.0,NOT AVAILABLE
SAMARITAN HOSPITAL,-73.67216399599994,42.733292485000035,2215 BURDETT AVE,NOT AVAILABLE,TROY,NY,12180.0,14.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,212.0,NOT AVAILABLE
HELEN HAYES HOSPITAL,-73.98834471599997,41.214307232000046,51 NORTH ROUTE 9W,NOT AVAILABLE,WEST HARVESTRAW,NY,10993.0,48.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,GOVERNMENT - STATE,-999.0,130.0,NOT AVAILABLE
NYACK HOSPITAL,-73.92601813199997,41.09621147100006,160 N MIDLAND AVE,NOT AVAILABLE,NYACK,NY,10960.0,91.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,375.0,AREA
GOOD SAMARITAN HOSPITAL - SUFFERN,-74.13481142399995,41.11159577700004,255 LAFAYETTE AVE,NOT AVAILABLE,SUFFERN,NY,10901.0,76.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,286.0,NOT AVAILABLE
AVERA BEHAVIORAL HEALTH CENTER,-96.781759225,43.49094023900005,4400 WEST 69TH STREET,NOT AVAILABLE,SIOUX FALLS,SD,57108.0,12.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,54.0,NOT AVAILABLE
KEYSTONE TREATMENT CENTER,-96.57999678399992,43.30398568800006,1010 EAST 2ND STREET,NOT AVAILABLE,CANTON,SD,57013.0,14.0,PSYCHIATRIC,OPEN,"HOSPITALS, ADDICTION",NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
HARLAN ARH HOSPITAL,-83.31359839399995,36.80945517100001,81 BALL PARK ROAD,NOT AVAILABLE,HARLAN,KY,40831.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,150.0,NOT AVAILABLE
SUMMIT PARK HOSPITAL & NURSING CARE CENTER,-74.03806183999995,41.15907556600007,50 SANATORIUM ROAD,NOT AVAILABLE,POMONA,NY,10970.0,64.0,LONG TERM CARE,CLOSED,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,378.0,NOT AVAILABLE
HEALTHSOUTH LAKEVIEW REHABILITATION HOSPITAL OF CENTRAL KENTUCKY,-85.87507217099994,37.71463556400004,134 HEARTLAND DRIVE,NOT AVAILABLE,ELIZABETHTOWN,KY,42701.0,4.0,REHABILITATION,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,40.0,NOT AVAILABLE
LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,-85.91478063499994,37.78792368300002,3909 SOUTH WILSON ROAD,NOT AVAILABLE,RADCLIFF,KY,40160.0,4.0,PSYCHIATRIC,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,140.0,NOT AVAILABLE
CLAXTON-HEPBURN MEDICAL CENTER,-75.49988777999994,44.69159065300004,214 KING ST,NOT AVAILABLE,OGDENSBURG,NY,13669.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,130.0,NOT AVAILABLE
EDWARD JOHN NOBLE HOSPITAL OF GOUVERNEUR,-75.47484872499997,44.33752534800004,77 W BARNEY ST,NOT AVAILABLE,GOUVERNEUR,NY,13642.0,4.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,GOVERNEUR HOSPITAL,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
MASSENA MEMORIAL HOSPITAL,-74.90874008599997,44.93623403000003,1 HOSPITAL DR,NOT AVAILABLE,MASSENA,NY,13613.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,50.0,NOT AVAILABLE
CANTON-POTSDAM HOSPITAL,-74.98211631599996,44.67651062300007,50 LEROY ST,NOT AVAILABLE,POTSDAM,NY,13676.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,94.0,PROVISIONAL LEVEL III
SELECT SPECIALTY HOSPITAL,-96.71432390499996,43.53423364800005,800 EAST 21ST STREET,NOT AVAILABLE,SIOUX FALLS,SD,57105.0,12.0,LONG TERM CARE,CLOSED,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,24.0,NOT AVAILABLE
CLIFTON-FINE HOSPITAL,-75.05630402199995,44.162407040000055,1014 OSWEGATCHIE TRAIL,NOT AVAILABLE,STAR LAKE,NY,13690.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,20.0,NOT AVAILABLE
SARATOGA HOSPITAL,-73.79678273299999,43.08588021900003,211 CHURCH ST,NOT AVAILABLE,SARATOGA,NY,12866.0,9.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,171.0,NOT AVAILABLE
ELLIS HEALTH CENTER,-73.91579100699995,42.80485019000002,600 MCCLELLAN ST,NOT AVAILABLE,SCHENECTADY,NY,12304.0,17.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,ST CLARES HOSPITAL MCCLELLAN DIVISION,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
